id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
54974,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Femella Women Black Dress
18869,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Casual,Puma Women Black Core Track Pants
56049,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Colorbar Full Finish Longwear Wicked Brown Lipstick 02
26930,Women,Apparel,Topwear,Tops,Magenta,Summer,2012.0,Casual,Jealous 21 Women Magenta Top
38204,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Polaroid Women Sunglasses
16739,Women,Accessories,Bags,Clutches,Black,Winter,2015.0,Casual,Spice Art Women Crystal Flower Black Clutch
34469,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,ADIDAS Unisex Polyester Black Backpack
8928,Men,Accessories,Belts,Belts,Red,Summer,2012.0,Casual,Puma Men Ferrari Replica Red Belt
39144,Women,Apparel,Apparel Set,Kurta Sets,Purple,Summer,2012.0,Ethnic,Aneri Women Purple & Blue Salwar Suit
55208,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Lakme Lip Love Aphrodite Blush Lipstick
39520,Unisex,Accessories,Bags,Messenger Bag,Black,Summer,2012.0,Casual,Peter England Unisex Black Messanger Bag
33228,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2012.0,Casual,New Hide Unisex Black Leather Laptop Bag
28452,Women,Apparel,Bottomwear,Leggings,Black,Summer,2012.0,Casual,Urban Yoga Women Black Leggings
28694,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,W Women Printed Black Kurta
2882,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Leather Slip-Ons Black Flats
35319,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings
30459,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Check Blue Shirt
54578,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Sushilas Women Printed Black Kurta
16362,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Peter England Men Check Blue Shirt
55005,Women,Personal Care,Lips,Lip Gloss,White,Spring,2017.0,Casual,Lakme Sheer Satin Lip Gloss 61
52220,Women,Accessories,Jewellery,Necklace and Chains,Grey,Fall,2012.0,Casual,Lencia Grey Swarovski Pearl Necklace
19924,Women,Apparel,Topwear,Tops,Brown,Summer,2012.0,Casual,Wrangler Women Printed Brown Top
50321,Women,Apparel,Topwear,Kurtis,Black,Summer,2012.0,Ethnic,Aurelia Women Black Kurti
22533,Unisex,Footwear,Flip Flops,Flip Flops,Brown,Summer,2015.0,Casual,Crocs Kids Brown Flip-Flops
31124,Girls,Apparel,Dress,Dresses,Magenta,Summer,2012.0,Casual,Gini and Jony Girls Pink Dress
5406,Women,Footwear,Shoes,Sports Shoes,Blue,,2011.0,Sports,Kalenji Ekiden Blue Scratch 2011
36301,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,2012.0,Casual,Angry Birds Men Grey Melange T-shirt
59856,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017.0,Casual,Olay Women Moisturising Lotion
15345,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,Nike Men Solid Blue Sweatshirts
9831,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Little Miss Women Printed Dark Grey T-shirt
23627,Men,Apparel,Topwear,Tshirts,White,Spring,2013.0,Casual,Beatles Men White Printed T-Shirt
26355,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,Arrow Woman Printed Purple Dress
6879,Women,Apparel,Topwear,Tops,Peach,Summer,2011.0,Casual,Forever New Women Peach Floral Lace Neckline Peach Top
17620,Girls,Apparel,Bottomwear,Leggings,Red,Fall,2011.0,Casual,Doodle Girls Red Leggings
13280,Women,Footwear,Shoes,Heels,Multi,Winter,2012.0,Casual,Inc 5 Women Casual Multi Flats
10405,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,United Colors of Benetton Women Top Black Top
15177,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Arrow Sport Men Solid Navy Blue Sweaters
17244,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes White  Polo Tshirt
23071,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Arrow Men Black Sweater
56674,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Chronograph Watch
24066,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Locomotive Men Checked Blue Shirt
1604,Women,Apparel,Bottomwear,Track Pants,Blue,Fall,2010.0,Sports,Reebok Track Pants Women Blue
15721,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Air Pegasus+ 28 Black Sports Shoes
42274,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Vans Unisex Black Era Shoes
12158,Women,Apparel,Bottomwear,Leggings,Navy Blue,Fall,2011.0,Ethnic,Aurelia Women Solid Navy Blue Leggings
29117,Men,Accessories,Socks,Socks,Navy Blue,Summer,2012.0,Casual,Puma Men Pack of 3 Socks
4940,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Gini and Jony Boys Karnel Jeans
5892,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Puma Women Tank White Tops
49496,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Vans Men Grey Shoes
8583,Men,Apparel,Topwear,Waistcoat,Grey,Fall,2011.0,Casual,Scullers Men Dark Grey Waistcoat
37449,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Turtle Men Brown Belt
25178,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Brown Handbag
6089,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Women's Photographic Print Pink T-shirt
50319,Men,Accessories,Ties,Ties,Maroon,Summer,2012.0,Casual,Park Avenue Men Maroon Tie
39143,Women,Apparel,Apparel Set,Kurta Sets,Blue,Summer,2012.0,Ethnic,Aneri Women Blue & Maroon Printed Salwar Suit
27845,Women,Apparel,Topwear,Blazers,Black,Summer,2012.0,Formal,Scullers For Her Black Blazer
49006,Women,Accessories,Jewellery,Ring,Silver,Fall,2012.0,Casual,Lucera Women Silver Ring
8321,Boys,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Doodle Boy's Route 66 Biker Blue Kidswear
1603,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2010.0,Casual,Reebok Men Hoops Athletic Navy Sweatshirt
57593,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Lotus Herbals Moistpetals Coral Cove Lipstick 145
10254,Women,Accessories,Bags,Handbags,Grey,Winter,2015.0,Casual,Murcia Women Hddcs Grey Handbags
53133,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Toned Flats
48749,Women,Accessories,Jewellery,Bangle,Silver,Summer,2015.0,Casual,Lucera Women Silver Bangle
32336,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Dynamiq Men White Dial Watch Q276J404Y
45264,Men,Accessories,Watches,Watches,Olive,Winter,2016.0,Casual,CASIO G-Shock Olive Digital Watch G245
30839,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Fabindia Women Pink Khadi Kurta
26160,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Formal,John Miller Men  Navy Blue Trouser
10402,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Jealous 21 Women Una Pink Tops
56217,Women,Accessories,Jewellery,Jewellery Set,Silver,Winter,2016.0,Casual,Estelle Women Silver Earring & Pendant Set
58983,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017.0,Casual,Colour Me Women Pink Deo
32560,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,ONLY Women Blue Jeans
59851,Women,Personal Care,Skin,Face Serum and Gel,White,Spring,2017.0,Casual,Olay Women White Radiance Intensive Brightening Serum
13889,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Women Check Blue Shirts
27280,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Mother Earth Women Black Kurta
31123,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini and Jony Girls Printed White Top
25523,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Casual,Wrangler Women Cory Pink Shirt
20051,Women,Accessories,Mufflers,Mufflers,Blue,Fall,2011.0,Casual,United Colors Of Benetton Women Blue Muffler
22706,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Women White Capri II Sports Shoes
11372,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors Of Benetton Women Light Winter Blue Shirts
39518,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2012.0,Casual,Peter England Unisex Black Laptop Bag
42889,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,French Connection Women Black Sequin Clutch
28497,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Sports,Urban Yoga Men Grey Shorts
8787,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Price catch Green White Shirts
56448,Women,Personal Care,Nails,Nail Polish,Red,Spring,2017.0,Casual,Streetwear Shine Divine Berry Divine Nail Polish 15
4378,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Mickey Men's Joy Polo Heritage Grey T-shirt
29777,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Basics Men Black Trousers
3961,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Jealous 21 Women Black Shimmery Halter Neck Top
59858,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017.0,Casual,Olay Women Natural White Healthy Fairness Day Lotion SPF 24
56810,Women,Apparel,Topwear,Kurtis,Red,Summer,2012.0,Ethnic,Aneri Women Red Kurti
13880,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Check Green Shirts
27289,Women,Apparel,Topwear,Kurtas,Grey,Fall,2011.0,Ethnic,Mother Earth Women Striped Grey Kurta
31318,Women,Apparel,Topwear,Kurtas,Off White,Summer,2012.0,Ethnic,Aurelia Women Printed Brown Kurta
19572,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,United Colors of Benetton Men Printed Red T-shirt
27873,Women,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Scullers For Her Striped Purple Shirt
19740,Women,Accessories,Umbrellas,Umbrellas,Green,Summer,2012.0,Casual,United Colors of Benetton Green Graphic Design Umbrella
53798,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt
19324,Men,Apparel,Topwear,Sweatshirts,Maroon,Fall,2011.0,Casual,Myntra Men Solid Maroon Sweatshirt
52820,Women,Accessories,Jewellery,Earrings,Maroon,Fall,2012.0,Casual,Adrika Maroon Earrings
58526,Men,Apparel,Topwear,Rain Jacket,Blue,Summer,2015.0,Casual,Wildcraft Men Blue Rain Jacket
21373,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,Manchester United Men Printed Black Sweatshirt
34493,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Formal,Van Heusen Woman Grey Skirt
3734,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Sports,Kochi Tuskers Mens Replica Jersey
26364,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Formal,Arrow Woman Grey Skirt
26700,Women,Footwear,Sandal,Sports Sandals,Pink,Summer,2011.0,Casual,Nike Women Pink Air Deschutz Sandals
56477,Women,Personal Care,Nails,Nail Polish,Purple,Spring,2017.0,,Streetwear Cutie Pie Nail Polish # 27
4949,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2011.0,Casual,Gini and Jony Boy's Kimon Blue Bermuda Kidswear
31743,Men,Apparel,Topwear,Blazers,Olive,Summer,2012.0,Formal,Reid & Taylor Men Semi Formal Olive Blazer
14636,Women,Accessories,Scarves,Scarves,Lavender,Summer,2011.0,Casual,United Colors of Benetton Women Solid Lavender Scarves
57763,Women,Personal Care,Skin Care,Face Scrub and Exfoliator,Cream,Spring,2017.0,,Lotus Herbals Apriscrub
11176,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Scullers Men Stripes Grey Sweaters
7704,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Casual,Jealous 21 Women's She's Got Attitude Red Top
16353,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Peter England Men Check Purple Shirt
57307,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,Rocia Women Beige Flats
7152,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Scullers For Her Women's Knit Black White Top
46275,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,109F Women Blue & White Printed Tunic
43707,Women,Accessories,Jewellery,Jewellery Set,Gold,Summer,2012.0,Ethnic,Royal Diadem Golden Jewellery Set
57569,Women,Personal Care,Lips,Lipstick,Red,Spring,2017.0,,Lotus Herbals Pure Colours Red Rose Lipstick 612
49661,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Women Sunglass
42887,Women,Accessories,Bags,Clutches,Beige,Summer,2012.0,Casual,French Connection Women Beige Clutch
22962,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2012.0,Casual,Fila Men Black Cage Flip Flops
41854,Men,Accessories,Accessories,Messenger Bag,Navy Blue,Summer,2012.0,Casual,Probase Men Navy Blue Messenger Bag
28232,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Playboy Men Miami Deo
6884,Women,Apparel,Topwear,Jackets,Cream,Summer,2011.0,Casual,Forever New Women Ivory Cream Jacket
7956,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Casual,Puma Men's Jersey Grey Short
27880,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Scullers For Her Women White Printed Shirt
56219,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016.0,Casual,Estelle Women Gold Earring & Pendant Set
14890,Women,Accessories,Accessories,Travel Accessory,Purple,Summer,2011.0,Casual,United Colors of Benetton Women Solid Purple Bags
38430,Women,Accessories,Wallets,Wallets,Pink,Summer,2012.0,Casual,Baggit Women Pink Wallet
18037,Women,Accessories,Bags,Handbags,Tan,Winter,2015.0,Casual,Lino Perros Women Solid Tan Handbag
38602,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Men Grey T-shirt
36798,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Maxima Men Silver Dial Ssteele Watch
57132,Women,Apparel,Topwear,Tops,Multi,Summer,2012.0,Casual,Elle Women Multi Coloured Top
46040,Women,Accessories,Jewellery,Necklace and Chains,Gold,Winter,2016.0,Casual,Estelle Women Gold Jewellery Set
2615,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Black Bleed Blue T-shirt
12390,Men,Accessories,Ties,Ties,Blue,Fall,2011.0,Formal,Reid & Taylor Men Stripes Blue Ties
55457,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017.0,Casual,Revlon Rose Dew Super Lustrous Lipstick 407
57764,Women,Personal Care,Skin Care,Face Wash and Cleanser,White,Spring,2017.0,Casual,Lotus Herbals Apricot Scrub
36753,Girls,Apparel,Apparel Set,Clothing Set,Blue,Summer,2012.0,Casual,Little Miss Girls Chatterbox Blue Clothing Set
17286,Men,Apparel,Topwear,Tshirts,Grey Melange,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Grey  Melange Polo Tshirt
55201,Women,Personal Care,Lips,Lip Care,Pink,Spring,2017.0,Casual,Lakme Lip Love Siren Lip Conditioner
3191,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Men's Prism Green T-shirt
30696,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Ethnic,Fabindia Black & Gold Conical Purse
43364,Women,Footwear,Shoes,Flats,Silver,Summer,2013.0,Casual,Reebok Women Silver Coloured Casual Shoes
27621,Men,Apparel,Bottomwear,Trousers,Green,Summer,2012.0,Casual,Scullers Men Green Cargo Pants
54929,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Do u speak Green Men Yellow T-shirt
3357,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Men's Ear Plugs Black T-shirt
16192,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,Puma Men Knitted Vest Grey Sweater
56470,Women,Personal Care,Nails,Nail Polish,Magenta,Spring,2017.0,Casual,Streetwear Magenta Nail Polish 59
15717,Men,Footwear,Shoes,Sports Shoes,Fluorescent Green,Fall,2011.0,Sports,Nike Men Mercurial Victory II HG-V Fluorescent Green Sports Shoes
21522,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Kiara Women Classic Black Handbag
23611,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017.0,Casual,Nike Fragrances Women Paradise Perfume
39985,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2013.0,Casual,Gas Men Mila Olive Shoes
15373,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Urban Yoga Women Solid Purple Tops
56828,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2013.0,Casual,John Players Men Blue Slim Fit Jeans
14093,Men,Apparel,Topwear,Tshirts,Red,Winter,2016.0,Casual,Flying Machine Men Stripes Red Tshirts
34494,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Formal,Van Heusen Woman Black Skirt
30808,Women,Apparel,Bottomwear,Churidar,Red,Summer,2012.0,Ethnic,Fabindia Women Red Cambric Churidar
29119,Unisex,Accessories,Socks,Socks,Black,Summer,2012.0,Casual,Puma Kids Unisex Pack of 3 Black Socks
3733,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Sports,Kochi Tuskers Mens Fangear Jersey
21125,Women,Apparel,Topwear,Tops,Magenta,Fall,2011.0,Casual,s.Oliver Women Solid Magenta Top
44780,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Lotto Men Navy Blue Shoes
15122,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Formal,Arrow Men  Autoflex Brown Trousers
22592,Men,Apparel,Topwear,Sweatshirts,Red,Fall,2011.0,Casual,Nike Men Red Striped Sweatshirt
7794,Women,Apparel,Topwear,Tshirts,Brown,Summer,2011.0,Casual,Wrangler Women's Engineered Stripe Mustard T-shirt
23216,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Aneri Women Blue Julie Kurta
54344,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Levis Men Pack of 3 Socks
55296,Women,Personal Care,Makeup,Eyeshadow,Purple,Spring,2017.0,Casual,Lakme Absolute Eye Chromatic Night Desire Baked Eye Shadow
1651,Women,Apparel,Topwear,Tshirts,Pink,Fall,2010.0,Sports,Domyos Women Style Pink T-shirt
36730,Girls,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Gini and Jony Girls Striped Blue Top
43909,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,W Women Blue Kurta
11320,Men,Apparel,Bottomwear,Jeans,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Washed Grey Jeans
33070,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,U.S.Polo Assn. Men Orange Polo T-shirt
25929,Women,Apparel,Bottomwear,Leggings,Black,Summer,2012.0,Casual,Femella Women Black Leggings
44122,Women,Personal Care,Fragrance,Perfume and Body Mist,Purple,Spring,2017.0,Casual,Hugo Women Pure Purple Perfume
20467,Women,Accessories,Wallets,Wallets,Pink,Winter,2015.0,Casual,Baggit Women Udaan Jhuti Pink Wallet
14652,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Probase Men Punk Black Tshirts
27226,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,Doodle Kids Girl Printed Pink Dress
56083,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Colorbar Star Shine Pink Kiss Lip Gloss 12
27014,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Capris
40549,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Women Black Watch
14699,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Casual,Basics Men Black Trousers
23827,Unisex,Footwear,Flip Flops,Flip Flops,Green,Summer,2012.0,Casual,Puma Unisex Green Jive Flip Flops
4912,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Levis Kids Girls Diane Pink Top
21926,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,BIBA Women Printed Blue Kurta
56048,Women,Personal Care,Lips,Lipstick,Maroon,Spring,2017.0,Casual,Colorbar Rare Truffle Lipstick 03
18430,Unisex,Accessories,Bags,Laptop Bag,Black,Fall,2011.0,Casual,Vital Gear Unisex Black Laptop Bag
46820,Women,Footwear,Shoes,Heels,White,Winter,2015.0,Casual,Catwalk Women White Heels
50945,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Womens Blue Maxi Fit Jeans
41239,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Formal,Arrow Men Brown Belt
57952,Women,Apparel,Saree,Sarees,Off White,Fall,2012.0,Ethnic,Prafful Off White Printed Sari
13810,Men,Accessories,Mufflers,Mufflers,White,Summer,2016.0,Casual,Proline White Striped Muffler
19516,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,United Colors of Benetton Men Black  Sweater
49602,Women,Footwear,Shoes,Heels,Grey,Winter,2015.0,Casual,Catwalk Women Grey Sandals
55853,Women,Personal Care,Nails,Nail Polish,Red,Spring,2017.0,Casual,Colorbar Pro Berry Nice Nail Lacquer 029
29189,Men,Accessories,Bags,Laptop Bag,Black,Summer,2012.0,Casual,United Colors of Benetton Men Casual Black Laptop Bag
30898,Women,Apparel,Bottomwear,Salwar,Black,Summer,2012.0,Ethnic,Fabindia Women Black Salwar
34404,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Surf Black T-shirt
46216,Women,Apparel,Dress,Dresses,Pink,Summer,2012.0,Casual,AND Women Pink Dress
39129,Women,Apparel,Bottomwear,Leggings,Red,Fall,2012.0,Ethnic,Aneri Women Rust Red Leggings
6487,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men's Black Formal Leather Shoe
19976,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,United Colors of Benetton Men Printed Green TShirt
32397,Women,Apparel,Topwear,Shirts,Pink,Summer,2012.0,Formal,Arrow Woman Pink Stiped Shirt
11115,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Indigo Nation Men Check Purple Shirts
33245,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow Men Grey Slim Fit Shirt
30606,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Sports,Nike Men Running Blue Shorts
45003,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Scuba Digital Watch
34094,Girls,Apparel,Topwear,Tops,Lime Green,Summer,2012.0,Casual,Doodle Girls Printed Lime Green Top
54986,Women,Apparel,Topwear,Tops,Grey,Fall,2012.0,Casual,Femella Women Grey Top
7758,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Indigo Nation Men Terrible Things Purple Beige T-shirt
34863,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Vans Men Zapato Del Barco Blue Shoes
19949,Men,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,Puma Men Solid Purple Sweatshirt
56887,Women,Footwear,Shoes,Heels,Blue,Winter,2012.0,Casual,HM Women Black Heels
43569,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Puma Unisex Black Grit Backpack
20209,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,Wrangler Women Cowl Purple Sweatshirt
36996,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Lino Perros Women Purple Sling Bag
21921,Women,Apparel,Topwear,Tunics,Pink,Fall,2011.0,Ethnic,BIBA OUTLET Women Printed Multi Tunic
1803,Unisex,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Tribord Unisex Black T-shirt
33041,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Mother Earth Women Printed Blue Kurta
21584,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,Locomotive Men Washed Blue Jeans
34264,Women,Apparel,Topwear,Dupatta,Pink,Summer,2012.0,Ethnic,Fabindia Women Pink Chanderi Dupatta
18892,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Arrow Woman Eleana Blue Top
55253,Women,Personal Care,Makeup,Kajal and Eyeliner,Blue,Spring,2017.0,Casual,Lakme Glide On Aqua Marine Eye Color
6683,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,UCB Men's Shiny Print Patch Black T-shirt
11123,Men,Accessories,Bags,Laptop Bag,Black,Fall,2011.0,Casual,United Colors of Benetton Men Travel Black Bags
41005,Girls,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Skirts
58128,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver & Black Earrings
37085,Women,Accessories,Bags,Mobile Pouch,Beige,Summer,2012.0,Casual,Lino Perros Women Beige Mobile Pouch
23471,Men,Accessories,Scarves,Scarves,Red,Winter,2015.0,Casual,Lino Perros Men Red Scarf
29977,Women,Accessories,Watches,Watches,White,Summer,2017.0,Casual,Aspen Women White Dial Watch AP1102
15321,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,Nike Men Solid Black Jackets
38805,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Mickey Men Printed Charcoal T-shirt
40547,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Women Silver Watch
32167,Women,Accessories,Socks,Socks,Blue,Summer,2017.0,Casual,Playboy Women Playmate Blue Ankle Socks
45035,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Maxima Men Grey Dial Watch
4312,Unisex,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Tantra Kid's Unisex Yantra Om Orange Kidswear
23688,Men,Accessories,Wallets,Wallets,Brown,Fall,2011.0,Casual,Newhide Brown Men Antique Wallet
10698,Women,Accessories,Watches,Watches,Red,Winter,2016.0,Casual,Esprit Women Houston Red Ice Red Watch
33628,Women,Accessories,Wallets,Wallets,Purple,Summer,2012.0,Casual,Lino Perros Women Purple Wallet
57709,Women,Personal Care,Lips,Lip Liner,Pink,Spring,2017.0,,Lotus Herbals Poppy Plum Lip Liner 59
55862,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017.0,Casual,Colorbar Rose Quartz Nail Lacquer 92
